3.618001617413229010e-01,2.819065337263022553e-01,2.083949040938682939e-01,1.448282058893470559e-01,9.268542311712046899e-02,5.199725772267719398e-02,2.186755742034925815e-02,8.801973472168090045e-04,-1.259962293382536729e-02,-2.021550583335227774e-02,-2.348505753261240225e-02,-2.372372915451829295e-02,-2.201212124665160447e-02,-1.919359706505039190e-02,-1.589139865328670007e-02,-1.253683208428206346e-02,-9.402289444426696272e-03,-6.634794499265655142e-03,-4.287348119900938857e-03,-2.346603232441320155e-03,-7.563392817969672409e-04,5.631303194464334005e-04,1.699055551521143088e-03,2.733055091465054140e-03,3.729757060801564515e-03
2.819065337263020887e-01,2.372978069825942282e-01,1.898700149016233074e-01,1.444311140763019918e-01,1.038903609505228837e-01,6.971270082741547192e-02,4.232417540061504668e-02,2.145369935546398779e-02,6.406945623311855083e-03,-3.724949858044094078e-03,-9.914920607049043655e-03,-1.309865064356574051e-02,-1.411267478138285292e-02,-1.366254132785433076e-02,-1.231267184252135376e-02,-1.049086247164566013e-02,-8.501782643065742412e-03,-6.545193159901480442e-03,-4.735836998843074436e-03,-3.123005204981147819e-03,-1.708630453418342413e-03,-4.634153672074716856e-04,6.590237351328446895e-04,1.709704688756203154e-03,2.733055091465429708e-03
2.083949040938680997e-01,1.898700149016232797e-01,1.692611766684396779e-01,1.425857402043635980e-01,1.141684445527542391e-01,8.690817135492701073e-02,6.256211780667750300e-02,4.201839939023908205e-02,2.553951040978731310e-02,1.296776117559762451e-02,3.890066893840506568e-03,-2.236334841067966119e-03,-5.993107103647576754e-03,-7.939549620007773159e-03,-8.575031045223146728e-03,-8.319524538166433308e-03,-7.507252947260522474e-03,-6.389243875544649981e-03,-5.141452396586201727e-03,-3.875941145196562607e-03,-2.653358232221747666e-03,-1.495592357055840638e-03,-3.979986367706680344e-04,6.590237351326936601e-04,1.699055551521278179e-03
1.448282058893447521e-01,1.444311140763004375e-01,1.425857402043625155e-01,1.363994910738754451e-01,1.215539160831381887e-01,1.023665697197108648e-01,8.193946731032711317e-02,6.235095848451535638e-02,4.485999819870611915e-02,3.010203182448685857e-02,1.826390475145292860e-02,9.231442050955912526e-03,2.707829746834579561e-03,-1.696060557581681233e-03,-4.396435556434010600e-03,-5.792541338285101329e-03,-6.239659636136116704e-03,-6.035146769603491959e-03,-5.413962461942881110e-03,-4.550714968713338686e-03,-3.565872920855028393e-03,-2.534397799621063239e-03,-1.495592357055937566e-03,-4.634153672076947060e-04,5.631303194464389299e-04
9.268542311711715220e-02,1.038903609505204967e-01,1.141684445527525321e-01,1.215539160831374810e-01,1.229393332554708645e-01,1.140017146227168404e-01,9.918868540528757993e-02,8.180785367736369273e-02,6.417494065907551615e-02,4.778758903378161477e-02,3.350169207824649914e-02,2.169526717889745659e-02,1.241131480138044606e-02,5.475882739553058175e-03,5.909056392563562590e-04,-2.596440681060720613e-03,-4.444889459344993077e-03,-5.287209526730885650e-03,-5.411720819759808718e-03,-5.053871179705288555e-03,-4.394991239643813476e-03,-3.565872920854971581e-03,-2.653358232221800141e-03,-1.708630453418509164e-03,-7.563392817969721198e-04
5.199725772267690255e-02,6.971270082741530538e-02,8.690817135492680257e-02,1.023665697197108787e-01,1.140017146227169653e-01,1.187037590676976173e-01,1.122228389121793235e-01,9.912205242300980990e-02,8.284226947791567541e-02,6.583313943039503791e-02,4.971588893916496082e-02,3.545341326863866299e-02,2.351144879383850611e-02,1.400119775710137980e-02,6.798747912822598709e-03,1.640175037830507616e-03,-1.806432570178257433e-03,-3.889388363883677664e-03,-4.938941470264253397e-03,-5.246447132659088144e-03,-5.053871179705180135e-03,-4.550714968713186030e-03,-3.875941145196531816e-03,-3.123005204981219377e-03,-2.346603232441303241e-03
2.186755742034454317e-02,4.232417540061151479e-02,6.256211780667492173e-02,8.193946731032547559e-02,9.918868540528656685e-02,1.122228389121788100e-01,1.179631077975700076e-01,1.122084436389058498e-01,9.957816693565604838e-02,8.356951375090247713e-02,6.668393847836960597e-02,5.058720037427257010e-02,3.627821931004344969e-02,2.425004315337268845e-02,1.463293757884679726e-02,7.314667829522987150e-03,2.036669772666428301e-03,-1.532767402751408162e-03,-3.745721205485890055e-03,-4.938941470264364419e-03,-5.411720819759771421e-03,-5.413962461942778762e-03,-5.141452396586192186e-03,-4.735836998843110865e-03,-4.287348119900933653e-03
8.801973472138846944e-04,2.145369935546171183e-02,4.201839939023730569e-02,6.235095848451408657e-02,8.180785367736269353e-02,9.912205242300917152e-02,1.122084436389055029e-01,1.179906957182739052e-01,1.122703926179469958e-01,9.966921133757537798e-02,8.368612495063010304e-02,6.682341441720585085e-02,5.074649944789159234e-02,3.645256560910538346e-02,2.443133347278281242e-02,1.480799795477281619e-02,7.463440636193184076e-03,2.130463118615216582e-03,-1.532767402751752288e-03,-3.889388363884156014e-03,-5.287209526731184023e-03,-6.035146769603694054e-03,-6.389243875544877230e-03,-6.545193159901659986e-03,-6.634794499265831216e-03
-1.259962293382472370e-02,6.406945623312347744e-03,2.553951040978760800e-02,4.485999819870627875e-02,6.417494065907547451e-02,8.284226947791559215e-02,9.957816693565597899e-02,1.122703926179470374e-01,1.178109244410822792e-01,1.119690363951761219e-01,9.933589322593242010e-02,8.338296931510245924e-02,6.658838011217882435e-02,5.059641137350414514e-02,3.638546505429603867e-02,2.442797899604086734e-02,1.483253638967946438e-02,7.463440636193006267e-03,2.036669772665985079e-03,-1.806432570178860900e-03,-4.444889459345413747e-03,-6.239659636136448036e-03,-7.507252947260820847e-03,-8.501782643065914150e-03,-9.402289444426956480e-03
-2.021550583335309306e-02,-3.724949858044755008e-03,1.296776117559709542e-02,3.010203182448646306e-02,4.778758903378130252e-02,6.583313943039487137e-02,8.356951375090244938e-02,9.966921133757550288e-02,1.119690363951762746e-01,1.173091010150914132e-01,1.114098269247562195e-01,9.881854484145423390e-02,8.296848721322205855e-02,6.630470103968262585e-02,5.044254844832399970e-02,3.633434455624029447e-02,2.442797899604082223e-02,1.480799795477263057e-02,7.314667829522640205e-03,1.640175037829944265e-03,-2.596440681061151692e-03,-5.792541338285513326e-03,-8.319524538166811478e-03,-1.049086247164590299e-02,-1.253683208428259255e-02
